x1i10hfl href,x168nmei src,x193iq5w,x1lliihq,x1lliihq (2),x1lliihq (3),x193iq5w (2)
https://www.facebook.com/marketplace/item/1248680596840069/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496942825_2743757749346881_3484552911680190879_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=luo4pJsDGwIQ7kNvwGaGu8P&_nc_oc=Adnh0BQzjzicYzYWgnHrPUvAe75kGc0I4YmWs3qupqalBnXUDy7_UBGVYqwirkw7k9I&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfK1QLpbfWR3cmw1RGlBV4ZsfFKbnIv_4Esh--2CttvB-w&oe=682C8631,"CA$5,200",2010 Honda civic,"Toronto, ON",180K km,
https://www.facebook.com/marketplace/item/1273310407556339/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496049400_3545757509054049_8917220606941946811_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=bM1d9-KYl9gQ7kNvwEynUMh&_nc_oc=AdmdsYAOrsb7JprLloO1KNH6SgpSS_CK022A72fPp8wnhOqH19RHFakqB5FK6K-HAdQ&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfKM4t3_mUY5EmyxQTrThGz2BI53yK_QUO4Bs9qJ-qcDNg&oe=682C75DB,"CA$17,500",2015 Honda civic,"Mississauga, ON",105K km,
https://www.facebook.com/marketplace/item/1692072678212545/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/473598755_122198888972239366_3453130509596288513_n.jpg?stp=c0.294.1156.1156a_dst-jpg_s261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=V_oTxr6UR9UQ7kNvwG-JeOh&_nc_oc=AdlUTKjzgcxCctR3TaBhtp8Fz8v9f3r_q1KOXcINAT9Wersj32l14zO7khvuNf3lHZQ&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfKDFkFbYbxutHddTACJNdDkNSl6MqaLjGfuz0uTF8RtKw&oe=682C91CD,"CA$3,500",2013 Hyundai genesis coupe,"North Perth, ON",175K km,"CA$4,000"
https://www.facebook.com/marketplace/item/1886229315459352/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495497654_122124345728788383_3834161759665318340_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=RkO5XSKFxFAQ7kNvwE1VM2E&_nc_oc=AdkSzXN2JemBTjjx2SAhzxPBUajdSKMvhZM3S3gHhgqvNv_kgsbQv24pFpHloZpefS0&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfKCKg9XYcxeiAaVmRcIAmq35ri9mNQXNNGVW0cuAWtQ1A&oe=682C9570,"CA$3,000",2011 Ford taurus,"Mississauga, ON",295K km,
https://www.facebook.com/marketplace/item/2217491365377490/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496843920_10239832148567320_3146647161909768358_n.jpg?stp=c326.0.943.943a_dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=DlX-zSi_9GAQ7kNvwFdLJEV&_nc_oc=Adn6-gJZQmBry5V6P8Ne4ZfA33wK9JLTkjonTX7EK8uJn6ECpnc2Fy-IgatiAT_eWxc&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfKq1ntBlVPqCss10AN8_iQB0YtHObTFrVt7pWHefYVrYg&oe=682C847E,"CA$4,900",2016 Hyundai accent,"Brampton, ON",300K km,
https://www.facebook.com/marketplace/item/1175694447686129/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496706928_10171801925720077_744625208098056359_n.jpg?stp=c256.0.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=R33p-ZpxAH0Q7kNvwGs8HVt&_nc_oc=AdkW4XoFqODqxxNtHmlAxsn6C2wswtXnKP70dAcYaUSSxDQKR_0QwWGK94pjqs_5gto&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfKomWMJG3yZ5P2p-4Bv44kqxvI5-dJVTcep0gvDM1ORYg&oe=682CA8EE,"CA$8,998",2003 Ford mustang convertible,"Brantford, ON",101K km,"CA$10,498"
https://www.facebook.com/marketplace/item/657259280514267/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496517401_23925010527115575_7384021591301388790_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=K0IC9fvmn5YQ7kNvwFaSsPJ&_nc_oc=AdnbIRk4iHRlR2cfvCLC3oarCMbKv2s1eLyjfyPXpCYXTwNDaiIKQRwiC_slKP2azEs&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfIIM2o29UOb9UKqO6kmgUvCvjtUlgr9ySjwWr1QiAZnvw&oe=682C79BA,"CA$3,000",2006 Toyota yaris,"Toronto, ON",280K km,
https://www.facebook.com/marketplace/item/2516178525386607/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496932998_122262941114236829_5706258934356398777_n.jpg?stp=c256.0.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=EeisCpDIEwMQ7kNvwEdmOA3&_nc_oc=AdnrmtgIpANiI39rYIKFPRNtzw2OCLJFepRdwgSWmImB6T0lgqGHwcTQ-QkeaCnWifo&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfKdIiwmOUqsUIaDQE7Lw8B87850KQ19Ny8LcoJpJIG15A&oe=682C95BD,"CA$12,000",2013 Mazda mazda3,"Milton, ON",172K km,
https://www.facebook.com/marketplace/item/1636539607062833/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496858155_10162714699208777_525962944392130393_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=qadAZyCqwgkQ7kNvwEnf8K7&_nc_oc=AdmfcEXeLvojDaGe5wUjxSL3siQsu3U-h3quNRXsm_MqMWOOaBeNRtkCszJeI_tduhw&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfKQpZOaCFsDxDDUiJ0cTCSyOfvo0nuA4xT62KKp1zzWiQ&oe=682C9127,"CA$19,988",2018 Ford mustang,"Burlington, ON",91K km,
https://www.facebook.com/marketplace/item/1389707662073798/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/491024117_1277446957138280_4975849460945422121_n.jpg?stp=c0.169.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=77K9YZycuBAQ7kNvwFJRJKD&_nc_oc=AdkOkMykjmJ4GHHn81VahhekPq8A7CGEFtYpY6UXwgkgToL4haV3TrS3ZgEKtjGEDBA&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfIIuGnj835htY4p_Ys_o2vTTBU9l3NmReHngY00OCPSVA&oe=682C99C5,"CA$3,500",2008 BMW,"Barrie, ON",200K km,
https://www.facebook.com/marketplace/item/965971208962602/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/482007354_1817757099008169_5928022208600768157_n.jpg?stp=c0.231.900.900a_dst-jpg_s261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=8gCRO_p-XLUQ7kNvwForr6-&_nc_oc=Adl_17dvqAs_jkTqvdWC_3qEF631_dhBZblI5G-AvLHe066N6rzWZWpEGbWEAFfArNU&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfKhiQ83PN73MZT5nv-KL7wxLB1W7gCd0S7zioOz4ZIR_A&oe=682C8316,"CA$4,500",2006 Acura tl,"Toronto, ON",269K km,
https://www.facebook.com/marketplace/item/4105020356443947/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496847967_3022341124588685_1596765277817992011_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=eVn4h04zHzkQ7kNvwFwEJeQ&_nc_oc=Adn3uNeY8LgE1JdxJ_A7DPrNFEWj23YQsZ8HOPZfpHDJbvauay_afeETrfQ6avoK74Q&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfIEW9iErz-WWmNHaABD8ueeFzekzIRtmIC2JAL1PdbJWQ&oe=682C7EF8,"CA$1,500",2010 Nissan altima,"Toronto, ON",220K km,
https://www.facebook.com/marketplace/item/1057775552890855/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/496432876_1044469147645635_8793537198998531839_n.jpg?stp=c0.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=247b10&_nc_ohc=Couu_45J1aoQ7kNvwF1qN1d&_nc_oc=AdkDqxhSRF4VHvARoB5K7EiIxPuPWrxzdFokagPiFH3wj-fKedgXRRw8-C6-XFbJl4s&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfJAqrvtJKs-rcff1XOTz9aAguL6A55qqXea3v-fP5X0Gw&oe=682CA595,"CA$7,450",2006 Toyota corolla with safety,"New Tecumseth, ON",137K km,
https://www.facebook.com/marketplace/item/1592374361444163/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/485717512_1222712062521462_6328189359176451174_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=247b10&_nc_ohc=gnpq0UkQDoQQ7kNvwELYRO8&_nc_oc=AdlA4vKixYlr-WmoSjXZS483WSBhA6pVwoKntkb_t1NkniFYwOoWFnQkvkhwgVpjWB8&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfIjkzRIwcwaT4w3CW6vLncR8lmdQ1ru--3Lgn8LCDL5Rg&oe=682C7580,"CA$13,999",2017 Honda civic,"Toronto, ON",132K km,
https://www.facebook.com/marketplace/item/663092606517518/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495623322_10232876153159834_2397650763211366212_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=UX6Xf48KaPEQ7kNvwF4jk9k&_nc_oc=AdkxezRsWxXUfczNddawnJ0h9E-WclHrN0fmxbC0fyq0JV37LhPhDc9h8oWtKUxY_YU&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfKJi3RnZgDM_NxbgEKTndxCJ8RH6zh8uJd48qOJXGL6gg&oe=682C737C,"CA$19,900",2005 Ford mustang,"Welland, ON",81K km,
https://www.facebook.com/marketplace/item/1526164471692166/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497557099_672530188890050_5683555825741113179_n.jpg?stp=c256.0.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=946e27&_nc_ohc=YP6e3pKHqXQQ7kNvwEeiUk7&_nc_oc=Adno1QtVAHzj1n_Z-ctW-9anvd8QyGmDrcHQ5dCcasPuMadX9ip-iQUP4F8SoiqlsaY&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfLiqoMvOkmTFlcLzVFPKtnq_OG0h5nB6wOmqQTV6lBmZw&oe=682C7808,"CA$13,900",2000 Honda civic,"Vaughan, ON",385K km,
https://www.facebook.com/marketplace/item/705032042057075/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496233398_3299932496822815_8950137090424898665_n.jpg?stp=c0.127.1152.1152a_dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=FZ9DMadXJjMQ7kNvwFxHNxG&_nc_oc=Adnphfenq5aEOx17M_I_oyAzPFgvcMNlUoHr3CrtSNmvEeWNWuK6cbt51YakZxomKiA&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfIgL2oTCvB8ZPsGIfxu7KdBMRcGxx31BzIPgsAG2Vux_Q&oe=682C7DD0,"CA$3,100",2006 Acura tl,"Vaughan, ON",288K km,
https://www.facebook.com/marketplace/item/694419190207603/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496807775_4008542432691463_1768045873046989585_n.jpg?stp=c256.0.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=fDJF0sxZ6TUQ7kNvwE_LktM&_nc_oc=AdkRZTdTyihax0B0LsSaT90UVX_t7xXVc6FkQziAsS_KPmB-EZEqq8MHcS0Ey4pdnak&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfLuir9whvA0b_F8jyDNZIeZs8I5OR3YbsVlX8N_FZX1fQ&oe=682C9B9D,"CA$3,999",2012 Mazda mazda3,"Toronto, ON",248K km,
https://www.facebook.com/marketplace/item/1139374057624321/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/480757277_10224824167502294_2447304107525321796_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=WRyIGYzGjikQ7kNvwFUjws-&_nc_oc=AdlYxwifi7mHnQBO08HPhCYmbS0xruglVJQdRhh7vCuGJCF9sDI3Fcsm80KHMt5JPaU&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfLPgDIGijT7-fvMoT8G7p9vg09VK6NWSuD8qYORJigERg&oe=682C88A8,"CA$19,500",1982 Ford mustang,"Norfolk, ON",92K km,
https://www.facebook.com/marketplace/item/1238033287825140/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/491755818_2326875057713735_5201144612443307560_n.jpg?stp=c153.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=247b10&_nc_ohc=ZPUhP4Y7fwgQ7kNvwHEnCgC&_nc_oc=Adnly1qTOImjINOs08bz6ShmfvPGJejqfnhTXX_jwSZbYntnCzfrK0GFQ7E4VDFVFgA&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfJ_2p_lkosB6cABNrT2ZmPIP-HOSQuAbLCEMXhE_CROKg&oe=682C7E61,"CA$5,500",2012 Honda civic,"South-West Oxford, ON",337K km,
https://www.facebook.com/marketplace/item/682826821115553/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496127045_10161745645400847_1526670100706057805_n.jpg?stp=c0.169.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=m1Li0og9q0kQ7kNvwHK5WnV&_nc_oc=Adl_NevJe0gPU0J8wM9Z77iij8v9C-X2c4oHtBf7qYMQIk5GFq9yOh0hC8hbMWvSLPU&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfItjN6uo14KgHKpqLX7C8crCpm-v0gkYgbo1qGtd9oSzg&oe=682CAA4A,"CA$16,500",2003 BMW z4,"Toronto, ON",88K km,
https://www.facebook.com/marketplace/item/708022191750565/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/489374568_702273272194913_6398295700978948480_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_ohc=soVUBJgsNuoQ7kNvwHcR0hH&_nc_oc=Admomr_Hz9f4HhK1P1-QL9ua3Y2dJbG0YjDnWbZJ2VWKjgWsPOgl2S2tmWUM0uHh_yE&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfK8oMfZqBqHeRTZWv5HBfGnKh2dKoIzScp6ZimdREHlQQ&oe=682C9802,"CA$5,999",2013 Hyundai elantra,"Toronto, ON",159K km,
https://www.facebook.com/marketplace/item/4232364890318070/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495521716_1679061889636728_2297529534129971337_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=_WZvZYWhlWwQ7kNvwGU5k-9&_nc_oc=AdnnmAueD1ZXraws06Qc3dZxIlIGh1AbYZygv_qhQkF_Ed1YWE3741itpQheWiP75A0&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfJjJhNEhh7CfHl4XTpZ9ToJEAvHZc07dSPnR7dorY5tUA&oe=682C9DAC,"CA$3,500",1992 Honda prelude,"Caledon, ON",360K km,"CA$4,000"
https://www.facebook.com/marketplace/item/1267225148336850/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/496761393_1371952107352577_6093126684239257033_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=247b10&_nc_ohc=60bM-wH-TGwQ7kNvwHesHsH&_nc_oc=AdnlTfmDMkCXTmECVA-uJ7GXv3SKbIPY24b33udJ8RhY9toYTbwSownU6wmXwHBHpqo&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfLjNpyOzUfbOx13OEc2yoeCrEstqxNc_ItNY8duIVcdoQ&oe=682C7339,"CA$3,500",2012 Ford focus,"Mississauga, ON",259K km,
https://www.facebook.com/marketplace/item/1885451728876181/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495041450_10161176138394150_2256745630309102839_n.jpg?stp=c0.364.946.946a_dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=NbupvzDUKWcQ7kNvwECoo3H&_nc_oc=AdmQE_912OQu6Nif4r7rV2YXnjuUn9wCwPxC5Z9nJRx4hE4bMEOYTDwjUQYeY_V1M2c&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=NbMCNTqyO5c5oeeZqf9RyA&oh=00_AfK0O23R9o2hmV8UgXGuLm_8ITdaR-OWCFf6HhP0aivI1Q&oe=682C9788,"CA$5,500",2003 Audi tt,"Whitchurch-Stouffville, ON",273K km,
https://www.facebook.com/marketplace/item/2530469027296370/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495203941_1443973666624805_4229589110354527686_n.jpg?stp=c256.0.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=946e27&_nc_ohc=ENp5yRyqWVYQ7kNvwEpf5AO&_nc_oc=Adm7pRHGmOSYflfCbCMx_M1FDsApaRlLWfQJwHw5fuQGVI0OVuMc29__ToIUeMopKJM&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfKIpI8PK-Rw2DB662F9IFgaZIjJNi4aV83TQFOPusRfHg&oe=682C9DCB,"CA$4,900",2009 Toyota camry,"Cambridge, ON",338K km,
https://www.facebook.com/marketplace/item/1542740646412272/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/481220678_122147753444552756_1915111613158754483_n.jpg?stp=c0.363.947.947a_dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=hkNn9Kf9W7wQ7kNvwHqI7Co&_nc_oc=Adm2OCdJKJuZoT6EJ18wf663m9X3Z9pK-k6Q_EeMaizfEi4KoavDihgCCP6B7EYLYNc&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfJNoLNjFvr_5-ofluHCRMp28oq9ODokdwAo6ByMC0QGrQ&oe=682C986C,"CA$2,500",2011 Volkswagen jetta,"Otonabee-South Monaghan, ON",225K km,
https://www.facebook.com/marketplace/item/9274729772656030/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495062009_122151469838483881_2664964580674470618_n.jpg?stp=c0.169.1537.1537a_dst-jpg_s261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=NTRu-w0cVMEQ7kNvwGjHPmj&_nc_oc=AdnjoHnI9xgT1pVVKktymmEOw4uw25dXOZhHWlpTiQG4oC1n_tsaynZsbP26TEPjFtM&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfKLsVUv_yr_Gtcsuc76_8b9sCMhh4WWwnyRRHyae7-75Q&oe=682C7AEB,"CA$1,850",2012 Ford focus,"Aylmer, ON",260K km,"CA$2,500"
https://www.facebook.com/marketplace/item/1155673129041641/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/449838642_10159858424852023_2600604105046482075_n.jpg?stp=c256.0.1537.1537a_dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=yqLmCd1FciMQ7kNvwEt9d4h&_nc_oc=AdljYIjmlSBRbBg6KtRnLxuBAf-5L-6J4Qk0EK6chY7HPXAWBtacLd3qfZnntUityNg&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=TG3lkzom3TE62ZexrXWIEQ&oh=00_AfLbRg4w7JwEJT51U4ffVZaTm_Ey8hJwawcYK50lgrh8KA&oe=682C955C,"CA$2,200",2006 Honda civic,"Cavan-Monaghan, ON",320K km,"CA$2,750"
